Date,Transport_Type,Total_Ridership,Percent_compared_to_pre_pandemic_day
2022-06-28,Buses,1328144,62
2022-06-29,Buses,1325530,62
2022-06-30,Buses,1300241,60
2022-07-01,Buses,1221837,59
2022-07-02,Buses,827668,61
2022-07-03,Buses,703282,64
2022-07-04,Buses,689986,63
2022-07-05,Buses,1246208,60
2022-07-06,Buses,1330990,64
2022-07-07,Buses,1333373,64
2022-07-08,Buses,1249434,60
2022-07-09,Buses,885289,66
2022-07-10,Buses,707984,65
2022-07-11,Buses,1312895,63
2022-07-12,Buses,1350346,65
2022-07-13,Buses,1365172,66
2022-07-14,Buses,1355975,65
2022-07-15,Buses,1291217,62
2022-07-16,Buses,859537,64
2022-07-17,Buses,701796,64
2022-07-18,Buses,1209240,58
2022-07-19,Buses,1372407,66
2022-07-20,Buses,1357383,66
2022-07-21,Buses,1302978,63
2022-07-22,Buses,1267907,61
2022-07-23,Buses,862976,64
2022-07-24,Buses,674189,61
2022-07-25,Buses,1220826,59
2022-07-26,Buses,1360570,66
2022-07-27,Buses,1369023,66
2022-07-28,Buses,1332113,64
2022-07-29,Buses,1260714,61
2022-07-30,Buses,893846,66
2022-07-31,Buses,693700,63
2022-08-01,Buses,1240007,61
2022-08-02,Buses,1346324,67
2022-08-03,Buses,1367848,68
2022-08-04,Buses,1323229,66
2022-08-05,Buses,1260961,62
2022-08-06,Buses,865676,63
2022-08-07,Buses,670866,61
2022-08-08,Buses,1276524,63
2022-08-09,Buses,1308034,65
2022-08-10,Buses,1347916,67
2022-08-11,Buses,1315101,65
2022-08-12,Buses,1273620,63
2022-08-13,Buses,878499,64
2022-08-14,Buses,692644,63
2022-08-15,Buses,1234308,61
2022-08-16,Buses,1288800,64
2022-08-17,Buses,1284966,64
2022-08-18,Buses,1283965,64
2022-08-19,Buses,1239929,61
2022-08-20,Buses,875371,64
2022-08-21,Buses,692309,63
2022-08-22,Buses,1144254,57
2022-08-23,Buses,1261782,63
2022-08-24,Buses,1288092,64
2022-08-25,Buses,1310134,65
2022-08-26,Buses,1217448,60
2022-08-27,Buses,874084,64
2022-08-28,Buses,681823,62
2022-08-29,Buses,1263000,63
2022-08-30,Buses,1326293,66
2022-08-31,Buses,1342568,67
2022-09-01,Buses,1338287,58
2022-09-02,Buses,1250956,54
2022-09-03,Buses,867750,62
2022-09-04,Buses,701646,64
2022-09-05,Buses,682671,62
2022-09-06,Buses,1231759,53
2022-09-07,Buses,1412342,61
2022-09-08,Buses,1517502,65
2022-09-09,Buses,1492297,64
2022-09-10,Buses,914744,65
2022-09-11,Buses,659929,60
2022-09-12,Buses,1519324,65
2022-09-13,Buses,1557686,67
2022-09-14,Buses,1590666,68
2022-09-15,Buses,1573907,68
2022-09-16,Buses,1501956,65
2022-09-17,Buses,916215,65
2022-09-18,Buses,712161,65
2022-09-19,Buses,1490926,64
2022-09-20,Buses,1554448,67
2022-09-21,Buses,1543632,66
2022-09-22,Buses,1433737,62
2022-09-23,Buses,1413234,61
2022-09-24,Buses,860948,61
2022-09-25,Buses,660871,60
2022-09-26,Buses,1206954,52
2022-09-27,Buses,1290217,56
2022-09-28,Buses,1541900,66
2022-09-29,Buses,1503472,65
2022-09-30,Buses,1477082,64
2022-10-01,Buses,758826,55
2022-10-02,Buses,591909,59
2022-10-03,Buses,1426633,63
2022-10-04,Buses,1354099,60
2022-10-05,Buses,1206674,54
2022-10-06,Buses,1554806,69
2022-10-07,Buses,1480214,66
2022-10-08,Buses,888506,64
2022-10-09,Buses,691656,69
2022-10-10,Buses,1034288,46
2022-10-11,Buses,1521587,68
2022-10-12,Buses,1554226,69
2022-10-13,Buses,1463795,65
2022-10-14,Buses,1468602,65
2022-10-15,Buses,914771,66
2022-10-16,Buses,705073,70
2022-10-17,Buses,1430672,63
2022-10-18,Buses,1510826,67
2022-10-19,Buses,1545140,69
2022-10-20,Buses,1532692,68
2022-10-21,Buses,1452280,64
2022-10-22,Buses,916539,66
2022-10-23,Buses,668183,67
2022-10-24,Buses,1432728,64
2022-10-25,Buses,1512725,67
2022-10-26,Buses,1539557,68
2022-10-27,Buses,1543031,68
2022-10-28,Buses,1455834,65
2022-10-29,Buses,912721,66
2022-10-30,Buses,711004,71
2022-10-31,Buses,1394453,62
2022-11-01,Buses,1501329,69
2022-11-02,Buses,1549724,71
2022-11-03,Buses,1521975,70
2022-11-04,Buses,1459619,67
2022-11-05,Buses,918127,70
2022-11-06,Buses,648085,65
2022-11-07,Buses,1478731,68
2022-11-08,Buses,1356894,62
2022-11-09,Buses,1517250,69
2022-11-10,Buses,1516812,69
2022-11-11,Buses,1077574,108
2022-11-12,Buses,893837,68
2022-11-13,Buses,662034,66
2022-11-14,Buses,1441705,66
2022-11-15,Buses,1483782,68
2022-11-16,Buses,1484607,68
2022-11-17,Buses,1493119,68
2022-11-18,Buses,1412974,65
2022-11-19,Buses,864766,66
2022-11-20,Buses,645986,65
2022-11-21,Buses,1393031,64
2022-11-22,Buses,1447618,66
2022-11-23,Buses,1358016,62
2022-11-24,Buses,515903,52
2022-11-25,Buses,842892,85
2022-11-26,Buses,781665,59
2022-11-27,Buses,562073,56
2022-11-28,Buses,1397963,64
2022-11-29,Buses,1455294,66
2022-11-30,Buses,1356729,62
2022-12-01,Buses,1459934,73
2022-12-02,Buses,1395642,70
2022-12-03,Buses,760109,60
2022-12-04,Buses,681713,70
2022-12-05,Buses,1429308,71
2022-12-06,Buses,1414979,71
2022-12-07,Buses,1442871,72
2022-12-08,Buses,1480877,74
2022-12-09,Buses,1386473,69
2022-12-10,Buses,869320,69
2022-12-11,Buses,618870,63
2022-12-12,Buses,1384864,69
2022-12-13,Buses,1437228,72
2022-12-14,Buses,1435020,72
2022-12-15,Buses,1363160,68
2022-12-16,Buses,1221634,61
2022-12-17,Buses,884283,70
2022-12-18,Buses,668994,68
2022-12-19,Buses,1352455,68
2022-12-20,Buses,1398728,70
2022-12-21,Buses,1393290,70
2022-12-22,Buses,1269330,63
2022-12-23,Buses,1057686,53
2022-12-24,Buses,497129,39
2022-12-25,Buses,321245,33
2022-12-26,Buses,644828,66
2022-12-27,Buses,1027687,51
2022-12-28,Buses,1088279,54
2022-12-29,Buses,1099513,55
2022-12-30,Buses,1087122,54
2022-12-31,Buses,651474,51
2023-01-01,Buses,475226,52
2023-01-02,Buses,739507,81
2023-01-03,Buses,1268913,62
2023-01-04,Buses,1391449,68
2023-01-05,Buses,1378698,67
2023-01-06,Buses,1319595,64
2023-01-07,Buses,806981,67
2023-01-08,Buses,628612,68
2023-01-09,Buses,1353638,66
2023-01-10,Buses,1412543,69
2023-01-11,Buses,1421914,69
2023-01-12,Buses,1364715,67
2023-01-13,Buses,1345748,66
2023-01-14,Buses,785952,66
2023-01-15,Buses,621041,68
2023-01-16,Buses,884152,96
2023-01-17,Buses,1399573,68
2023-01-18,Buses,1449590,71
2023-01-19,Buses,1327804,65
2023-01-20,Buses,1383181,68
2023-01-21,Buses,823236,69
2023-01-22,Buses,611151,67
2023-01-23,Buses,1281037,63
2023-01-24,Buses,1410676,69
2023-01-25,Buses,1342717,66
2023-01-26,Buses,1408545,69
2023-01-27,Buses,1341589,66
2023-01-28,Buses,861680,72
2023-01-29,Buses,647923,71
2023-01-30,Buses,1371537,67
2023-01-31,Buses,1365926,67
2023-02-01,Buses,1460146,68
2023-02-02,Buses,1478477,69
2023-02-03,Buses,1246821,58
2023-02-04,Buses,598818,47
2023-02-05,Buses,650623,67
2023-02-06,Buses,1431232,67
2023-02-07,Buses,1491417,69
2023-02-08,Buses,1513135,70
2023-02-09,Buses,1462622,68
2023-02-10,Buses,1422781,66
2023-02-11,Buses,865782,68
2023-02-12,Buses,659496,68
2023-02-13,Buses,1381524,64
2023-02-14,Buses,1480867,69
2023-02-15,Buses,1499155,70
2023-02-16,Buses,1461093,68
2023-02-17,Buses,1315466,61
2023-02-18,Buses,822505,65
2023-02-19,Buses,639980,66
2023-02-20,Buses,929439,95
2023-02-21,Buses,1273578,59
2023-02-22,Buses,1305744,61
2023-02-23,Buses,1328927,62
2023-02-24,Buses,1246797,58
2023-02-25,Buses,800947,63
2023-02-26,Buses,676041,69
2023-02-27,Buses,1423292,66
2023-02-28,Buses,1349173,63
2023-03-01,Buses,1511792,67
2023-03-02,Buses,1493623,67
2023-03-03,Buses,1417670,63
2023-03-04,Buses,870341,65
2023-03-05,Buses,712408,72
2023-03-06,Buses,1460599,65
2023-03-07,Buses,1490272,66
2023-03-08,Buses,1514182,68
2023-03-09,Buses,1515155,68
2023-03-10,Buses,1408909,63
2023-03-11,Buses,821990,62
2023-03-12,Buses,686039,69
2023-03-13,Buses,1377045,61
2023-03-14,Buses,1360497,61
2023-03-15,Buses,1493605,67
2023-03-16,Buses,1522248,68
2023-03-17,Buses,1408472,63
2023-03-18,Buses,921569,69
2023-03-19,Buses,661736,67
2023-03-20,Buses,1444823,64
2023-03-21,Buses,1511670,67
2023-03-22,Buses,1509096,67
2023-03-23,Buses,1466839,65
2023-03-24,Buses,1420346,63
2023-03-25,Buses,784068,59
2023-03-26,Buses,724870,73
2023-03-27,Buses,1426226,64
2023-03-28,Buses,1490842,67
2023-03-29,Buses,1521968,68
2023-03-30,Buses,1486845,66
2023-03-31,Buses,1423686,64
2023-04-01,Buses,842213,63
2023-04-02,Buses,716880,72
2023-04-03,Buses,1475017,67
2023-04-04,Buses,1519740,70
2023-04-05,Buses,1432322,66
2023-04-06,Buses,1264311,58
2023-04-07,Buses,1150222,53
2023-04-08,Buses,882727,66
2023-04-09,Buses,654259,66
2023-04-10,Buses,1236634,57
2023-04-11,Buses,1316710,60
2023-04-12,Buses,1311418,60
2023-04-13,Buses,1311906,60
2023-04-14,Buses,1294357,59
2023-04-15,Buses,890050,67
2023-04-16,Buses,728462,73
2023-04-17,Buses,1438043,66
2023-04-18,Buses,1526133,70
2023-04-19,Buses,1530452,70
2023-04-20,Buses,1520258,70
2023-04-21,Buses,1310737,60
2023-04-22,Buses,893014,67
2023-04-23,Buses,673668,68
2023-04-24,Buses,1466762,67
2023-04-25,Buses,1529162,70
2023-04-26,Buses,1531476,70
2023-04-27,Buses,1506783,69
2023-04-28,Buses,1424078,65
2023-04-29,Buses,715608,54
2023-04-30,Buses,578075,58
2023-05-01,Buses,1465598,64
2023-05-02,Buses,1498566,66
2023-05-03,Buses,1533714,67
2023-05-04,Buses,1497427,66
2023-05-05,Buses,1450598,64
2023-05-06,Buses,934630,67
2023-05-07,Buses,705419,73
2023-05-08,Buses,1460932,64
2023-05-09,Buses,1524892,67
2023-05-10,Buses,1528140,67
2023-05-11,Buses,1535264,67
2023-05-12,Buses,1436385,63
2023-05-13,Buses,918257,66
2023-05-14,Buses,690606,72
2023-05-15,Buses,1440741,63
2023-05-16,Buses,1519397,67
2023-05-17,Buses,1518546,67
2023-05-18,Buses,1492657,66
2023-05-19,Buses,1431269,63
2023-05-20,Buses,760830,55
2023-05-21,Buses,727850,76
2023-05-22,Buses,1446015,64
2023-05-23,Buses,1500973,66
2023-05-24,Buses,1499943,66
2023-05-25,Buses,1459601,64
2023-05-26,Buses,1370252,60
2023-05-27,Buses,848442,61
2023-05-28,Buses,707787,73
2023-05-29,Buses,758893,79
2023-05-30,Buses,1438285,63
2023-05-31,Buses,1480801,65
2023-06-01,Buses,1457503,68
2023-06-02,Buses,1399462,65
2023-06-03,Buses,899212,64
2023-06-04,Buses,714218,66
2023-06-05,Buses,1432156,67
2023-06-06,Buses,1474317,69
2023-06-07,Buses,1390834,65
2023-06-08,Buses,1216291,57
2023-06-09,Buses,1256670,58
2023-06-10,Buses,892936,64
2023-06-11,Buses,695200,64
2023-06-12,Buses,1394575,65
2023-06-13,Buses,1500122,70
2023-06-14,Buses,1434687,67
2023-06-15,Buses,1475300,69
2023-06-16,Buses,1300751,61
2023-06-17,Buses,872453,62
2023-06-18,Buses,707615,65
2023-06-19,Buses,1075747,99
2023-06-20,Buses,1434258,67
2023-06-21,Buses,1430476,67
2023-06-22,Buses,1367709,64
2023-06-23,Buses,1282954,60
2023-06-24,Buses,844674,60
2023-06-25,Buses,689020,63
2023-06-26,Buses,1314743,61
2023-06-27,Buses,1391914,65
2023-06-28,Buses,1305832,61
2023-06-29,Buses,1307649,61
2023-06-30,Buses,1248822,58
2023-07-01,Buses,859295,64
2023-07-02,Buses,668297,61
2023-07-03,Buses,1117930,54
2023-07-04,Buses,631937,58
2023-07-05,Buses,1296583,63
2023-07-06,Buses,1333630,64
2023-07-07,Buses,1273900,61
2023-07-08,Buses,867047,64
2023-07-09,Buses,651953,59
2023-07-10,Buses,1307297,63
2023-07-11,Buses,1381701,67
2023-07-12,Buses,1383484,67
2023-07-13,Buses,1359302,66
2023-07-14,Buses,1231624,59
2023-07-15,Buses,889709,66
2023-07-16,Buses,583645,53
2023-07-17,Buses,1310810,63
2023-07-18,Buses,1313665,63
2023-07-19,Buses,1342781,65
2023-07-20,Buses,1333607,64
2023-07-21,Buses,1211839,58
2023-07-22,Buses,894490,66
2023-07-23,Buses,723774,66
2023-07-24,Buses,1302964,63
2023-07-25,Buses,1307716,63
2023-07-26,Buses,1382345,67
2023-07-27,Buses,1313385,63
2023-07-28,Buses,1246295,60
2023-07-29,Buses,856921,63
2023-07-30,Buses,705279,64
2023-07-31,Buses,1283835,62
2023-08-01,Buses,1357252,67
2023-08-02,Buses,1359233,67
2023-08-03,Buses,1350472,67
2023-08-04,Buses,1241122,61
2023-08-05,Buses,879423,64
2023-08-06,Buses,715130,65
2023-08-07,Buses,1208443,60
2023-08-08,Buses,1339073,66
2023-08-09,Buses,1369095,68
2023-08-10,Buses,1262073,63
2023-08-11,Buses,1275618,63
2023-08-12,Buses,844749,61
2023-08-13,Buses,690541,62
2023-08-14,Buses,1246445,62
2023-08-15,Buses,1273782,63
2023-08-16,Buses,1300953,64
2023-08-17,Buses,1275993,63
2023-08-18,Buses,1208502,60
2023-08-19,Buses,856814,62
2023-08-20,Buses,689829,62
2023-08-21,Buses,1199440,59
2023-08-22,Buses,1263459,63
2023-08-23,Buses,1272485,63
2023-08-24,Buses,1201155,60
2023-08-25,Buses,1143010,57
2023-08-26,Buses,844428,61
2023-08-27,Buses,702984,64
2023-08-28,Buses,1240688,61
2023-08-29,Buses,1284953,64
2023-08-30,Buses,1267435,63
2023-08-31,Buses,1315113,65
2023-09-01,Buses,1225370,53
2023-09-02,Buses,842591,60
2023-09-03,Buses,692079,63
2023-09-04,Buses,686326,62
2023-09-05,Buses,1349438,58
2023-09-06,Buses,1395521,60
2023-09-07,Buses,1441437,62
2023-09-08,Buses,1365283,59
2023-09-09,Buses,840378,60
2023-09-10,Buses,626222,57
2023-09-11,Buses,1400268,60
2023-09-12,Buses,1519571,65
2023-09-13,Buses,1482320,64
2023-09-14,Buses,1517040,65
2023-09-15,Buses,1398937,60
2023-09-16,Buses,881354,63
2023-09-17,Buses,666392,60
2023-09-18,Buses,1294777,56
2023-09-19,Buses,1480863,64
2023-09-20,Buses,1478618,64
2023-09-21,Buses,1478606,64
2023-09-22,Buses,1403811,60
2023-09-23,Buses,682092,49
2023-09-24,Buses,562224,51
2023-09-25,Buses,1035021,45
2023-09-26,Buses,1393963,60
2023-09-27,Buses,1463309,63
2023-09-28,Buses,1433729,62
2023-09-29,Buses,1053306,45
2023-09-30,Buses,789587,56
2023-10-01,Buses,669243,67
2023-10-02,Buses,1390842,62
2023-10-03,Buses,1471939,65
2023-10-04,Buses,1467384,65
2023-10-05,Buses,1457151,65
2023-10-06,Buses,1325428,59
2023-10-07,Buses,720734,52
2023-10-08,Buses,654443,65
2023-10-09,Buses,1023375,45
2023-10-10,Buses,1423532,63
2023-10-11,Buses,1451764,64
2023-10-12,Buses,1436967,64
2023-10-13,Buses,1322576,59
2023-10-14,Buses,717223,52
2023-10-15,Buses,689581,69
2023-10-16,Buses,1381665,61
2023-10-17,Buses,1439468,64
2023-10-18,Buses,1440292,64
2023-10-19,Buses,1440111,64
2023-10-20,Buses,1232782,55
2023-10-21,Buses,793917,57
2023-10-22,Buses,678536,68
2023-10-23,Buses,1375311,61
2023-10-24,Buses,1431006,63
2023-10-25,Buses,1443766,64
2023-10-26,Buses,1431016,63
2023-10-27,Buses,1348576,60
2023-10-28,Buses,874941,63
2023-10-29,Buses,589929,59
2023-10-30,Buses,1314380,58
2023-10-31,Buses,1334020,59
2023-11-01,Buses,1369637,63
2023-11-02,Buses,1380510,63
2023-11-03,Buses,1307247,60
2023-11-04,Buses,832986,63
2023-11-05,Buses,614666,62
2023-11-06,Buses,1349481,62
2023-11-07,Buses,1270763,58
2023-11-08,Buses,1401268,64
2023-11-09,Buses,1376822,63
2023-11-10,Buses,1250528,126
2023-11-11,Buses,817146,62
2023-11-12,Buses,642431,64
2023-11-13,Buses,1320693,60
2023-11-14,Buses,1382768,63
2023-11-15,Buses,1389217,63
2023-11-16,Buses,1391273,64
2023-11-17,Buses,1303240,60
2023-11-18,Buses,831053,63
2023-11-19,Buses,657965,66
2023-11-20,Buses,1300978,59
2023-11-21,Buses,1254277,57
2023-11-22,Buses,1160847,53
2023-11-23,Buses,471662,47
2023-11-24,Buses,807221,81
2023-11-25,Buses,696466,53
2023-11-26,Buses,566395,57
2023-11-27,Buses,1253990,57
2023-11-28,Buses,1279327,58
2023-11-29,Buses,1268990,58
2023-11-30,Buses,1340370,61
2023-12-01,Buses,1226677,61
2023-12-02,Buses,826725,65
2023-12-03,Buses,553618,57
2023-12-04,Buses,1312507,66
2023-12-05,Buses,1346216,67
2023-12-06,Buses,1350594,67
2023-12-07,Buses,1314833,66
2023-12-08,Buses,1261796,63
2023-12-09,Buses,828894,65
2023-12-10,Buses,539117,55
2023-12-11,Buses,1213923,61
2023-12-12,Buses,1309303,65
2023-12-13,Buses,1314167,66
2023-12-14,Buses,1296909,65
2023-12-15,Buses,1246465,62
2023-12-16,Buses,814457,64
2023-12-17,Buses,569005,58
2023-12-18,Buses,1082334,54
2023-12-19,Buses,1275002,64
2023-12-20,Buses,1245547,62
2023-12-21,Buses,1200899,60
2023-12-22,Buses,1110555,55
2023-12-23,Buses,708808,56
2023-12-24,Buses,549448,56
2023-12-25,Buses,381879,39
2023-12-26,Buses,906670,45
2023-12-27,Buses,955890,48
2023-12-28,Buses,969231,48
2023-12-29,Buses,1007697,50
2023-12-30,Buses,720564,57
2023-12-31,Buses,548344,56
2024-01-01,Buses,455965,50
2024-01-02,Buses,1091104,53
2024-01-03,Buses,1212761,59
2024-01-04,Buses,1242971,61
2024-01-05,Buses,1185046,58
2024-01-06,Buses,684686,57
2024-01-07,Buses,502518,55
2024-01-08,Buses,1226783,60
2024-01-09,Buses,1135694,55
2024-01-10,Buses,1248493,61
2024-01-11,Buses,1293940,63
2024-01-12,Buses,1228696,60
2024-01-13,Buses,755670,63
2024-01-14,Buses,588809,64
2024-01-15,Buses,783032,85
2024-01-16,Buses,1078860,53
2024-01-17,Buses,1193111,58
2024-01-18,Buses,1235693,60
2024-01-19,Buses,1109408,54
2024-01-20,Buses,677335,57
2024-01-21,Buses,548497,60
2024-01-22,Buses,1210644,59
2024-01-23,Buses,1264199,62
2024-01-24,Buses,1247798,61
2024-01-25,Buses,1256481,61
2024-01-26,Buses,1193175,58
2024-01-27,Buses,801262,67
2024-01-28,Buses,535857,58
2024-01-29,Buses,1211703,59
2024-01-30,Buses,1284597,63
2024-01-31,Buses,1325692,65
2024-02-01,Buses,1337508,62
2024-02-02,Buses,1239617,58
2024-02-03,Buses,808103,64
2024-02-04,Buses,626299,64
2024-02-05,Buses,1297578,60
2024-02-06,Buses,1346868,63
2024-02-07,Buses,1341486,62
2024-02-08,Buses,1350925,63
2024-02-09,Buses,1268268,59
2024-02-10,Buses,795892,63
2024-02-11,Buses,628400,64
2024-02-12,Buses,1254403,58
2024-02-13,Buses,724893,34
2024-02-14,Buses,1282121,60
2024-02-15,Buses,1305830,61
2024-02-16,Buses,1225865,57
2024-02-17,Buses,680638,54
2024-02-18,Buses,604537,62
2024-02-19,Buses,842548,86
2024-02-20,Buses,1201850,56
2024-02-21,Buses,1222440,57
2024-02-22,Buses,1212903,56
2024-02-23,Buses,1126271,52
2024-02-24,Buses,788962,62
2024-02-25,Buses,608010,62
2024-02-26,Buses,1275320,59
2024-02-27,Buses,1332209,62
2024-02-28,Buses,1290829,60
2024-02-29,Buses,1334777,62
2024-03-01,Buses,1276428,57
2024-03-02,Buses,689029,52
2024-03-03,Buses,686787,69
2024-03-04,Buses,1319592,59
2024-03-05,Buses,1263377,56
2024-03-06,Buses,1273337,57
2024-03-07,Buses,1334827,60
2024-03-08,Buses,1291469,58
2024-03-09,Buses,747405,56
2024-03-10,Buses,630566,63
2024-03-11,Buses,1270081,57
2024-03-12,Buses,1370319,61
2024-03-13,Buses,1377062,61
2024-03-14,Buses,1368263,61
2024-03-15,Buses,1275542,57
2024-03-16,Buses,838318,63
2024-03-17,Buses,625861,63
2024-03-18,Buses,1296423,58
2024-03-19,Buses,1336910,60
2024-03-20,Buses,1334002,60
2024-03-21,Buses,1317112,59
2024-03-22,Buses,1251225,56
2024-03-23,Buses,587004,44
2024-03-24,Buses,653413,66
2024-03-25,Buses,1281676,57
2024-03-26,Buses,1355991,60
2024-03-27,Buses,1342695,60
2024-03-28,Buses,1223847,55
2024-03-29,Buses,1096254,49
2024-03-30,Buses,801723,60
2024-03-31,Buses,606411,61
2024-04-01,Buses,1168598,53
2024-04-02,Buses,1247638,57
2024-04-03,Buses,1162660,53
2024-04-04,Buses,1339531,61
2024-04-05,Buses,1263607,58
2024-04-06,Buses,822825,62
2024-04-07,Buses,651153,66
2024-04-08,Buses,1258402,58
2024-04-09,Buses,1366571,63
2024-04-10,Buses,1245909,57
2024-04-11,Buses,1315916,60
2024-04-12,Buses,1240823,57
2024-04-13,Buses,824356,62
2024-04-14,Buses,664358,67
2024-04-15,Buses,1319005,60
2024-04-16,Buses,1370151,63
2024-04-17,Buses,1347870,62
2024-04-18,Buses,1303010,60
2024-04-19,Buses,1278086,58
2024-04-20,Buses,830016,62
2024-04-21,Buses,651681,66
2024-04-22,Buses,1146285,52
2024-04-23,Buses,1176798,54
2024-04-24,Buses,1180243,54
2024-04-25,Buses,1191480,55
2024-04-26,Buses,1143792,52
2024-04-27,Buses,801494,60
2024-04-28,Buses,649572,65
2024-04-29,Buses,1161990,53
2024-04-30,Buses,1193514,55
2024-05-01,Buses,1350660,59
2024-05-02,Buses,1349838,59
2024-05-03,Buses,1285012,56
2024-05-04,Buses,849249,61
2024-05-05,Buses,578132,60
2024-05-06,Buses,1295794,57
2024-05-07,Buses,1375535,60
2024-05-08,Buses,1350511,59
2024-05-09,Buses,1354139,60
2024-05-10,Buses,1212090,53
2024-05-11,Buses,845713,61
2024-05-12,Buses,559614,58
2024-05-13,Buses,1264180,56
2024-05-14,Buses,1343633,59
2024-05-15,Buses,1288427,57
2024-05-16,Buses,1306481,57
2024-05-17,Buses,1270674,56
2024-05-18,Buses,792454,57
2024-05-19,Buses,657256,68
2024-05-20,Buses,1291703,57
2024-05-21,Buses,1349876,59
2024-05-22,Buses,1357841,60
2024-05-23,Buses,1275297,56
2024-05-24,Buses,1243655,55
2024-05-25,Buses,805680,58
2024-05-26,Buses,652393,68
2024-05-27,Buses,594031,62
2024-05-28,Buses,1300611,57
2024-05-29,Buses,1309889,58
2024-05-30,Buses,1301028,57
2024-05-31,Buses,1257526,55
2024-06-01,Buses,848601,61
2024-06-02,Buses,651637,60
2024-06-03,Buses,1294956,60
2024-06-04,Buses,1327963,62
2024-06-05,Buses,1338427,62
2024-06-06,Buses,1207899,56
2024-06-07,Buses,1254339,58
2024-06-08,Buses,842779,60
2024-06-09,Buses,680981,63
2024-06-10,Buses,1355986,63
2024-06-11,Buses,1390440,65
2024-06-12,Buses,1355294,63
2024-06-13,Buses,1310210,61
2024-06-14,Buses,1212740,56
2024-06-15,Buses,851502,61
2024-06-16,Buses,653946,60
2024-06-17,Buses,1172762,55
2024-06-18,Buses,1314338,61
2024-06-19,Buses,1068172,50
2024-06-20,Buses,1275626,59
2024-06-21,Buses,1191812,55
2024-06-22,Buses,793674,57
2024-06-23,Buses,648887,60
2024-06-24,Buses,1227231,57
2024-06-25,Buses,1269567,59
2024-06-26,Buses,1267408,59
2024-06-27,Buses,1214263,56
2024-06-28,Buses,1141168,53
2024-06-29,Buses,780229,56
2024-06-30,Buses,583751,54
2024-07-01,Buses,1156904,56
2024-07-02,Buses,1216755,59
2024-07-03,Buses,1198766,58
2024-07-04,Buses,643119,59
2024-07-05,Buses,1001854,48
2024-07-06,Buses,758425,56
2024-07-07,Buses,642652,59
2024-07-08,Buses,1176713,57
2024-07-09,Buses,1236657,60
2024-07-10,Buses,1252733,60
2024-07-11,Buses,1233678,60
2024-07-12,Buses,1120310,54
2024-07-13,Buses,743154,55
2024-07-14,Buses,633752,58
2024-07-15,Buses,1160722,56
2024-07-16,Buses,1209152,58
2024-07-17,Buses,1210515,58
2024-07-18,Buses,1218605,59
2024-07-19,Buses,1207102,58
2024-07-20,Buses,803868,60
2024-07-21,Buses,659004,60
2024-07-22,Buses,1168226,56
2024-07-23,Buses,1211237,58
2024-07-24,Buses,1220410,59
2024-07-25,Buses,1220056,59
2024-07-26,Buses,1154709,56
2024-07-27,Buses,809660,60
2024-07-28,Buses,645704,59
2024-07-29,Buses,1147023,55
2024-07-30,Buses,1228387,59
2024-07-31,Buses,1213507,59
2024-08-01,Buses,1208275,60
2024-08-02,Buses,1111340,55
2024-08-03,Buses,741482,54
2024-08-04,Buses,588249,53
2024-08-05,Buses,1154644,57
2024-08-06,Buses,1130325,56
2024-08-07,Buses,1117450,55
2024-08-08,Buses,1108956,55
2024-08-09,Buses,1039488,52
2024-08-10,Buses,777613,57
2024-08-11,Buses,614435,56
2024-08-12,Buses,1106072,55
2024-08-13,Buses,1158412,57
2024-08-14,Buses,1182980,59
2024-08-15,Buses,1182864,59
2024-08-16,Buses,1123673,56
2024-08-17,Buses,767022,56
2024-08-18,Buses,578595,52
2024-08-19,Buses,1090594,54
2024-08-20,Buses,1164259,58
2024-08-21,Buses,1159036,57
2024-08-22,Buses,1140225,56
2024-08-23,Buses,1095768,54
2024-08-24,Buses,776019,56
2024-08-25,Buses,629302,57
2024-08-26,Buses,1104199,55
2024-08-27,Buses,1177841,58
2024-08-28,Buses,1203770,60
2024-08-29,Buses,1203629,60
2024-08-30,Buses,1132406,56
2024-08-31,Buses,771634,56
2024-09-01,Buses,658803,60
2024-09-02,Buses,629636,57
