Date,Transport_Type,Total_Ridership,Percent_compared_to_pre_pandemic_day
2024-09-13,Metro-North,219747,76
2024-09-14,Metro-North,136864,90
2024-09-15,Metro-North,118303,113
2024-09-16,Metro-North,215601,75
2024-09-17,Metro-North,232809,81
2024-09-18,Metro-North,229697,80
2024-09-19,Metro-North,226944,79
2024-09-20,Metro-North,215673,75
2024-09-21,Metro-North,133469,87
2024-09-22,Metro-North,102752,98
2024-09-23,Metro-North,218237,76
2024-09-24,Metro-North,240779,83
2024-09-25,Metro-North,236202,82
2024-09-26,Metro-North,228971,79
2024-09-27,Metro-North,221034,77
2024-09-28,Metro-North,132177,87
2024-09-29,Metro-North,102805,98
2024-09-30,Metro-North,217897,76
2024-10-01,Metro-North,218836,75
2024-10-02,Metro-North,227124,78
2024-10-03,Metro-North,217197,75
2024-10-04,Metro-North,215328,74
2024-10-05,Metro-North,148928,98
2024-10-06,Metro-North,105906,101
2024-10-07,Metro-North,220335,76
2024-10-08,Metro-North,235974,81
2024-10-09,Metro-North,234694,81
2024-10-10,Metro-North,233710,80
2024-10-11,Metro-North,224122,77
2024-10-12,Metro-North,144234,95
2024-10-13,Metro-North,120235,114
2024-10-14,Metro-North,225263,77
2024-10-15,Metro-North,249266,86
2024-10-16,Metro-North,236091,81
2024-10-17,Metro-North,237000,81
2024-10-18,Metro-North,229999,79
2024-10-19,Metro-North,147214,97
2024-10-20,Metro-North,122789,117
2024-10-21,Metro-North,219983,76
2024-10-22,Metro-North,237771,82
2024-10-23,Metro-North,233881,80
2024-10-24,Metro-North,232459,80
2024-10-25,Metro-North,223941,77
2024-10-26,Metro-North,148103,97
2024-10-27,Metro-North,115917,110
2024-10-28,Metro-North,229873,79
2024-10-29,Metro-North,249585,86
2024-10-30,Metro-North,246035,85
2024-10-31,Metro-North,221856,76
2020-03-01,Access-A-Ride,19922,113
2020-03-02,Access-A-Ride,30338,102
2020-03-03,Access-A-Ride,32767,110
2020-03-04,Access-A-Ride,34297,115
2020-03-05,Access-A-Ride,33209,112
2020-03-06,Access-A-Ride,30970,104
2020-03-07,Access-A-Ride,18117,107
2020-03-08,Access-A-Ride,19477,111
2020-03-09,Access-A-Ride,29609,100
2020-03-10,Access-A-Ride,31315,105
2020-03-11,Access-A-Ride,32198,108
2020-03-12,Access-A-Ride,30814,104
2020-03-13,Access-A-Ride,26640,90
2020-03-14,Access-A-Ride,13394,79
2020-03-15,Access-A-Ride,12480,71
2020-03-16,Access-A-Ride,21145,71
2020-03-17,Access-A-Ride,18173,61
2020-03-18,Access-A-Ride,15942,54
2020-03-19,Access-A-Ride,14116,47
2020-03-20,Access-A-Ride,12744,43
2020-03-21,Access-A-Ride,6467,38
2020-03-22,Access-A-Ride,4824,27
2020-03-23,Access-A-Ride,9902,33
2020-03-24,Access-A-Ride,9133,31
2020-03-25,Access-A-Ride,9512,32
2020-03-26,Access-A-Ride,8795,30
2020-03-27,Access-A-Ride,8409,28
2020-03-28,Access-A-Ride,4491,27
2020-03-29,Access-A-Ride,3374,19
2020-03-30,Access-A-Ride,8084,27
2020-03-31,Access-A-Ride,7672,26
2020-04-01,Access-A-Ride,8151,28
2020-04-02,Access-A-Ride,7077,24
2020-04-03,Access-A-Ride,7794,27
2020-04-04,Access-A-Ride,4375,26
2020-04-05,Access-A-Ride,2763,15
2020-04-06,Access-A-Ride,7093,25
2020-04-07,Access-A-Ride,7041,24
2020-04-08,Access-A-Ride,6950,24
2020-04-09,Access-A-Ride,6243,22
2020-04-10,Access-A-Ride,5378,19
2020-04-11,Access-A-Ride,4235,25
2020-04-12,Access-A-Ride,2525,14
2020-04-13,Access-A-Ride,6205,21
2020-04-14,Access-A-Ride,6585,23
2020-04-15,Access-A-Ride,6928,24
2020-04-16,Access-A-Ride,6563,23
2020-04-17,Access-A-Ride,7048,24
2020-04-18,Access-A-Ride,4202,25
2020-04-19,Access-A-Ride,2742,15
2020-04-20,Access-A-Ride,7050,24
2020-04-21,Access-A-Ride,6613,23
2020-04-22,Access-A-Ride,7496,26
2020-04-23,Access-A-Ride,6969,24
2020-04-24,Access-A-Ride,7040,24
2020-04-25,Access-A-Ride,4719,28
2020-04-26,Access-A-Ride,2506,13
2020-04-27,Access-A-Ride,6922,24
2020-04-28,Access-A-Ride,7542,26
2020-04-29,Access-A-Ride,7844,27
2020-04-30,Access-A-Ride,7253,25
2020-05-01,Access-A-Ride,8332,28
2020-05-02,Access-A-Ride,5493,32
2020-05-03,Access-A-Ride,3263,19
2020-05-04,Access-A-Ride,8287,28
2020-05-05,Access-A-Ride,8445,29
2020-05-06,Access-A-Ride,8832,30
2020-05-07,Access-A-Ride,8509,29
2020-05-08,Access-A-Ride,8656,29
2020-05-09,Access-A-Ride,5055,29
2020-05-10,Access-A-Ride,3962,23
2020-05-11,Access-A-Ride,7636,26
2020-05-12,Access-A-Ride,8271,28
2020-05-13,Access-A-Ride,9437,32
2020-05-14,Access-A-Ride,8855,30
2020-05-15,Access-A-Ride,9473,32
2020-05-16,Access-A-Ride,5947,34
2020-05-17,Access-A-Ride,3577,21
2020-05-18,Access-A-Ride,8969,31
2020-05-19,Access-A-Ride,9290,32
2020-05-20,Access-A-Ride,10224,35
2020-05-21,Access-A-Ride,9731,33
2020-05-22,Access-A-Ride,9782,33
2020-05-23,Access-A-Ride,5550,32
2020-05-24,Access-A-Ride,4117,24
2020-05-25,Access-A-Ride,5428,32
2020-05-26,Access-A-Ride,9875,34
2020-05-27,Access-A-Ride,11088,38
2020-05-28,Access-A-Ride,10030,34
2020-05-29,Access-A-Ride,10185,35
2020-05-30,Access-A-Ride,6143,35
2020-05-31,Access-A-Ride,4216,25
2020-06-01,Access-A-Ride,10760,37
2020-06-02,Access-A-Ride,11206,38
2020-06-03,Access-A-Ride,11962,41
2020-06-04,Access-A-Ride,12000,41
2020-06-05,Access-A-Ride,11698,40
2020-06-06,Access-A-Ride,6591,38
2020-06-07,Access-A-Ride,4650,26
2020-06-08,Access-A-Ride,11957,41
2020-06-09,Access-A-Ride,12869,44
2020-06-10,Access-A-Ride,13616,46
2020-06-11,Access-A-Ride,12514,43
2020-06-12,Access-A-Ride,13224,45
2020-06-13,Access-A-Ride,7794,45
2020-06-14,Access-A-Ride,5195,29
2020-06-15,Access-A-Ride,12953,44
2020-06-16,Access-A-Ride,12939,44
2020-06-17,Access-A-Ride,14595,50
2020-06-18,Access-A-Ride,13808,47
2020-06-19,Access-A-Ride,13868,77
2020-06-20,Access-A-Ride,8185,47
2020-06-21,Access-A-Ride,6328,35
2020-06-22,Access-A-Ride,13314,45
2020-06-23,Access-A-Ride,15069,51
2020-06-24,Access-A-Ride,15155,52
2020-06-25,Access-A-Ride,14854,51
2020-06-26,Access-A-Ride,15048,51
2020-06-27,Access-A-Ride,8541,49
2020-06-28,Access-A-Ride,5748,32
2020-06-29,Access-A-Ride,14705,50
2020-06-30,Access-A-Ride,15291,52
2020-07-01,Access-A-Ride,16451,58
2020-07-02,Access-A-Ride,15981,56
2020-07-03,Access-A-Ride,10915,66
2020-07-04,Access-A-Ride,8391,53
2020-07-05,Access-A-Ride,6280,38
2020-07-06,Access-A-Ride,14886,53
2020-07-07,Access-A-Ride,16003,56
2020-07-08,Access-A-Ride,16980,60
2020-07-09,Access-A-Ride,17017,60
2020-07-10,Access-A-Ride,15738,56
2020-07-11,Access-A-Ride,8453,53
2020-07-12,Access-A-Ride,7395,45
2020-07-13,Access-A-Ride,15928,56
2020-07-14,Access-A-Ride,17081,60
2020-07-15,Access-A-Ride,18149,64
2020-07-16,Access-A-Ride,17230,61
2020-07-17,Access-A-Ride,16401,58
2020-07-18,Access-A-Ride,9785,62
2020-07-19,Access-A-Ride,7052,43
2020-07-20,Access-A-Ride,15957,56
2020-07-21,Access-A-Ride,16831,59
2020-07-22,Access-A-Ride,17582,62
2020-07-23,Access-A-Ride,17056,60
2020-07-24,Access-A-Ride,17311,61
2020-07-25,Access-A-Ride,10350,65
2020-07-26,Access-A-Ride,7429,45
2020-07-27,Access-A-Ride,16607,59
2020-07-28,Access-A-Ride,16892,60
2020-07-29,Access-A-Ride,18216,64
2020-07-30,Access-A-Ride,17333,61
2020-07-31,Access-A-Ride,17654,62
2020-08-01,Access-A-Ride,10685,64
2020-08-02,Access-A-Ride,7431,41
2020-08-03,Access-A-Ride,17594,63
2020-08-04,Access-A-Ride,14924,53
2020-08-05,Access-A-Ride,18299,66
2020-08-06,Access-A-Ride,19117,68
2020-08-07,Access-A-Ride,17502,63
2020-08-08,Access-A-Ride,10613,64
2020-08-09,Access-A-Ride,8287,46
2020-08-10,Access-A-Ride,18178,65
2020-08-11,Access-A-Ride,18546,66
2020-08-12,Access-A-Ride,19346,69
2020-08-13,Access-A-Ride,18608,67
2020-08-14,Access-A-Ride,18113,65
2020-08-15,Access-A-Ride,11487,69
2020-08-16,Access-A-Ride,7902,44
2020-08-17,Access-A-Ride,17377,62
2020-08-18,Access-A-Ride,19274,69
2020-08-19,Access-A-Ride,19915,71
2020-08-20,Access-A-Ride,19344,69
2020-08-21,Access-A-Ride,19035,68
2020-08-22,Access-A-Ride,11456,69
2020-08-23,Access-A-Ride,8297,46
2020-08-24,Access-A-Ride,17643,63
2020-08-25,Access-A-Ride,18682,67
2020-08-26,Access-A-Ride,20659,74
2020-08-27,Access-A-Ride,19271,69
2020-08-28,Access-A-Ride,18845,67
2020-08-29,Access-A-Ride,9814,59
2020-08-30,Access-A-Ride,9752,54
2020-08-31,Access-A-Ride,18185,65
2020-09-01,Access-A-Ride,18929,64
2020-09-02,Access-A-Ride,19990,67
2020-09-03,Access-A-Ride,19992,67
2020-09-04,Access-A-Ride,20223,68
2020-09-05,Access-A-Ride,12118,71
2020-09-06,Access-A-Ride,10160,59
2020-09-07,Access-A-Ride,9261,54
2020-09-08,Access-A-Ride,19806,67
2020-09-09,Access-A-Ride,21801,73
2020-09-10,Access-A-Ride,20181,68
2020-09-11,Access-A-Ride,20809,70
2020-09-12,Access-A-Ride,12349,72
2020-09-13,Access-A-Ride,9315,54
2020-09-14,Access-A-Ride,19888,67
2020-09-15,Access-A-Ride,20763,70
2020-09-16,Access-A-Ride,22070,74
2020-09-17,Access-A-Ride,21005,71
2020-09-18,Access-A-Ride,20702,70
2020-09-19,Access-A-Ride,12246,71
2020-09-20,Access-A-Ride,9269,54
2020-09-21,Access-A-Ride,19488,66
2020-09-22,Access-A-Ride,21103,71
2020-09-23,Access-A-Ride,22501,76
2020-09-24,Access-A-Ride,21554,73
2020-09-25,Access-A-Ride,21233,72
2020-09-26,Access-A-Ride,12128,71
2020-09-27,Access-A-Ride,9491,55
2020-09-28,Access-A-Ride,17678,60
2020-09-29,Access-A-Ride,20517,69
2020-09-30,Access-A-Ride,21424,72
2020-10-01,Access-A-Ride,22309,75
2020-10-02,Access-A-Ride,21626,73
2020-10-03,Access-A-Ride,12759,72
2020-10-04,Access-A-Ride,10010,54
2020-10-05,Access-A-Ride,19971,67
2020-10-06,Access-A-Ride,21475,72
2020-10-07,Access-A-Ride,23027,77
2020-10-08,Access-A-Ride,21964,74
2020-10-09,Access-A-Ride,21274,71
2020-10-10,Access-A-Ride,12627,71
2020-10-11,Access-A-Ride,9470,52
2020-10-12,Access-A-Ride,15722,53
2020-10-13,Access-A-Ride,20909,70
2020-10-14,Access-A-Ride,23169,78
2020-10-15,Access-A-Ride,22834,77
2020-10-16,Access-A-Ride,20776,70
2020-10-17,Access-A-Ride,11831,67
2020-10-18,Access-A-Ride,9998,54
2020-10-19,Access-A-Ride,20812,70
2020-10-20,Access-A-Ride,21936,74
2020-10-21,Access-A-Ride,22959,77
2020-10-22,Access-A-Ride,22391,75
2020-10-23,Access-A-Ride,21766,73
2020-10-24,Access-A-Ride,12916,73
2020-10-25,Access-A-Ride,10074,55
2020-10-26,Access-A-Ride,20817,70
2020-10-27,Access-A-Ride,21870,73
2020-10-28,Access-A-Ride,23258,78
2020-10-29,Access-A-Ride,20925,70
2020-10-30,Access-A-Ride,21243,71
2020-10-31,Access-A-Ride,12816,72
2020-11-01,Access-A-Ride,10180,54
2020-11-02,Access-A-Ride,21127,68
2020-11-03,Access-A-Ride,20416,65
2020-11-04,Access-A-Ride,22174,71
2020-11-05,Access-A-Ride,22937,73
2020-11-06,Access-A-Ride,22659,73
2020-11-07,Access-A-Ride,13409,79
2020-11-08,Access-A-Ride,10474,56
2020-11-09,Access-A-Ride,21444,69
2020-11-10,Access-A-Ride,23138,74
2020-11-11,Access-A-Ride,20263,108
2020-11-12,Access-A-Ride,22059,71
2020-11-13,Access-A-Ride,22054,71
2020-11-14,Access-A-Ride,12928,76
2020-11-15,Access-A-Ride,9763,52
2020-11-16,Access-A-Ride,21851,70
2020-11-17,Access-A-Ride,22524,72
2020-11-18,Access-A-Ride,23390,75
2020-11-19,Access-A-Ride,21780,70
2020-11-20,Access-A-Ride,22945,73
2020-11-21,Access-A-Ride,13193,78
2020-11-22,Access-A-Ride,10694,57
2020-11-23,Access-A-Ride,21297,68
2020-11-24,Access-A-Ride,22814,73
2020-11-25,Access-A-Ride,21450,69
2020-11-26,Access-A-Ride,12151,65
2020-11-27,Access-A-Ride,12395,66
2020-11-28,Access-A-Ride,10808,64
2020-11-29,Access-A-Ride,9360,50
2020-11-30,Access-A-Ride,19751,63
2020-12-01,Access-A-Ride,21693,74
2020-12-02,Access-A-Ride,22712,78
2020-12-03,Access-A-Ride,22941,79
2020-12-04,Access-A-Ride,21960,75
2020-12-05,Access-A-Ride,10151,59
2020-12-06,Access-A-Ride,9904,56
2020-12-07,Access-A-Ride,21424,73
2020-12-08,Access-A-Ride,22177,76
2020-12-09,Access-A-Ride,22459,77
2020-12-10,Access-A-Ride,22845,78
2020-12-11,Access-A-Ride,22751,78
2020-12-12,Access-A-Ride,12307,71
2020-12-13,Access-A-Ride,10208,57
2020-12-14,Access-A-Ride,21333,73
2020-12-15,Access-A-Ride,23432,80
2020-12-16,Access-A-Ride,19296,66
2020-12-17,Access-A-Ride,9940,34
2020-12-18,Access-A-Ride,17537,60
2020-12-19,Access-A-Ride,11589,67
2020-12-20,Access-A-Ride,9585,54
2020-12-21,Access-A-Ride,21647,74
2020-12-22,Access-A-Ride,22820,78
2020-12-23,Access-A-Ride,23305,80
2020-12-24,Access-A-Ride,15928,55
2020-12-25,Access-A-Ride,8611,48
2020-12-26,Access-A-Ride,9094,53
2020-12-27,Access-A-Ride,9457,53
2020-12-28,Access-A-Ride,18820,65
2020-12-29,Access-A-Ride,19717,68
2020-12-30,Access-A-Ride,20922,72
2020-12-31,Access-A-Ride,17167,59
2021-01-01,Access-A-Ride,5960,44
2021-01-02,Access-A-Ride,10450,72
2021-01-03,Access-A-Ride,9745,72
2021-01-04,Access-A-Ride,20612,73
2021-01-05,Access-A-Ride,21641,76
2021-01-06,Access-A-Ride,22795,81
2021-01-07,Access-A-Ride,21571,76
2021-01-08,Access-A-Ride,21641,76
2021-01-09,Access-A-Ride,12023,83
2021-01-10,Access-A-Ride,9467,70
2021-01-11,Access-A-Ride,21089,75
2021-01-12,Access-A-Ride,21623,76
2021-01-13,Access-A-Ride,22720,80
2021-01-14,Access-A-Ride,21950,78
2021-01-15,Access-A-Ride,21819,77
2021-01-16,Access-A-Ride,11654,80
2021-01-17,Access-A-Ride,9880,73
2021-01-18,Access-A-Ride,14124,105
2021-01-19,Access-A-Ride,21049,74
2021-01-20,Access-A-Ride,19281,68
2021-01-21,Access-A-Ride,19925,70
2021-01-22,Access-A-Ride,20375,72
2021-01-23,Access-A-Ride,10536,73
2021-01-24,Access-A-Ride,8317,62
2021-01-25,Access-A-Ride,19991,71
2021-01-26,Access-A-Ride,18115,64
2021-01-27,Access-A-Ride,19841,70
2021-01-28,Access-A-Ride,20139,71
2021-01-29,Access-A-Ride,19047,67
2021-01-30,Access-A-Ride,10284,71
2021-01-31,Access-A-Ride,8616,64
2021-02-01,Access-A-Ride,12202,41
2021-02-02,Access-A-Ride,8155,28
2021-02-03,Access-A-Ride,16869,57
2021-02-04,Access-A-Ride,20328,69
2021-02-05,Access-A-Ride,20136,68
2021-02-06,Access-A-Ride,12020,74
2021-02-07,Access-A-Ride,7115,42
2021-02-08,Access-A-Ride,17786,60
2021-02-09,Access-A-Ride,19386,66
2021-02-10,Access-A-Ride,22169,75
2021-02-11,Access-A-Ride,20144,68
2021-02-12,Access-A-Ride,20165,69
2021-02-13,Access-A-Ride,11669,72
2021-02-14,Access-A-Ride,7835,46
2021-02-15,Access-A-Ride,11437,68
2021-02-16,Access-A-Ride,19126,65
2021-02-17,Access-A-Ride,22336,76
2021-02-18,Access-A-Ride,15843,54
2021-02-19,Access-A-Ride,14172,48
2021-02-20,Access-A-Ride,10578,65
2021-02-21,Access-A-Ride,9195,55
2021-02-22,Access-A-Ride,19015,65
2021-02-23,Access-A-Ride,20852,71
2021-02-24,Access-A-Ride,23223,79
2021-02-25,Access-A-Ride,22138,75
2021-02-26,Access-A-Ride,21911,74
2021-02-27,Access-A-Ride,11319,70
2021-02-28,Access-A-Ride,8910,53
2021-03-01,Access-A-Ride,20359,68
2021-03-02,Access-A-Ride,20640,69
2021-03-03,Access-A-Ride,22823,77
2021-03-04,Access-A-Ride,21727,73
2021-03-05,Access-A-Ride,21842,73
2021-03-06,Access-A-Ride,11951,71
2021-03-07,Access-A-Ride,9843,56
2021-03-08,Access-A-Ride,20685,70
2021-03-09,Access-A-Ride,22200,75
2021-03-10,Access-A-Ride,22774,77
2021-03-11,Access-A-Ride,22617,76
2021-03-12,Access-A-Ride,21724,73
2021-03-13,Access-A-Ride,11932,70
2021-03-14,Access-A-Ride,9732,55
2021-03-15,Access-A-Ride,19986,67
2021-03-16,Access-A-Ride,20903,70
2021-03-17,Access-A-Ride,22323,75
2021-03-18,Access-A-Ride,20264,68
2021-03-19,Access-A-Ride,20357,68
2021-03-20,Access-A-Ride,12558,74
2021-03-21,Access-A-Ride,10358,59
2021-03-22,Access-A-Ride,20427,69
2021-03-23,Access-A-Ride,21590,73
2021-03-24,Access-A-Ride,21651,73
2021-03-25,Access-A-Ride,21763,73
2021-03-26,Access-A-Ride,20805,70
2021-03-27,Access-A-Ride,12900,76
2021-03-28,Access-A-Ride,9104,52
2021-03-29,Access-A-Ride,18543,62
2021-03-30,Access-A-Ride,21019,71
2021-03-31,Access-A-Ride,20374,69
2021-04-01,Access-A-Ride,20490,71
2021-04-02,Access-A-Ride,18839,65
2021-04-03,Access-A-Ride,12735,76
2021-04-04,Access-A-Ride,11632,62
2021-04-05,Access-A-Ride,19970,69
2021-04-06,Access-A-Ride,21695,75
2021-04-07,Access-A-Ride,23469,81
2021-04-08,Access-A-Ride,22579,78
2021-04-09,Access-A-Ride,21978,76
2021-04-10,Access-A-Ride,12713,76
2021-04-11,Access-A-Ride,9742,52
2021-04-12,Access-A-Ride,21192,73
2021-04-13,Access-A-Ride,22728,79
2021-04-14,Access-A-Ride,23462,81
2021-04-15,Access-A-Ride,21198,73
2021-04-16,Access-A-Ride,21632,75
2021-04-17,Access-A-Ride,13313,80
2021-04-18,Access-A-Ride,10865,58
2021-04-19,Access-A-Ride,21274,74
2021-04-20,Access-A-Ride,23528,81
2021-04-21,Access-A-Ride,22379,77
2021-04-22,Access-A-Ride,21832,75
2021-04-23,Access-A-Ride,22035,76
2021-04-24,Access-A-Ride,13351,80
2021-04-25,Access-A-Ride,9777,52
2021-04-26,Access-A-Ride,21083,73
2021-04-27,Access-A-Ride,22603,78
2021-04-28,Access-A-Ride,24412,84
2021-04-29,Access-A-Ride,22201,77
2021-04-30,Access-A-Ride,22322,77
2021-05-01,Access-A-Ride,13263,77
2021-05-02,Access-A-Ride,11541,68
2021-05-03,Access-A-Ride,21492,73
2021-05-04,Access-A-Ride,22962,78
2021-05-05,Access-A-Ride,23236,79
2021-05-06,Access-A-Ride,23792,81
2021-05-07,Access-A-Ride,22730,77
2021-05-08,Access-A-Ride,13339,77
2021-05-09,Access-A-Ride,13897,82
2021-05-10,Access-A-Ride,20751,71
2021-05-11,Access-A-Ride,22751,77
2021-05-12,Access-A-Ride,23946,81
2021-05-13,Access-A-Ride,23439,80
2021-05-14,Access-A-Ride,22437,76
2021-05-15,Access-A-Ride,13516,78
2021-05-16,Access-A-Ride,11062,65
2021-05-17,Access-A-Ride,20779,71
2021-05-18,Access-A-Ride,22367,76
2021-05-19,Access-A-Ride,23784,81
2021-05-20,Access-A-Ride,23659,80
2021-05-21,Access-A-Ride,22520,77
2021-05-22,Access-A-Ride,13397,77
2021-05-23,Access-A-Ride,11765,69
2021-05-24,Access-A-Ride,21563,73
2021-05-25,Access-A-Ride,22854,78
2021-05-26,Access-A-Ride,23594,80
2021-05-27,Access-A-Ride,23450,80
2021-05-28,Access-A-Ride,21520,73
2021-05-29,Access-A-Ride,11734,68
2021-05-30,Access-A-Ride,10028,59
2021-05-31,Access-A-Ride,10380,61
2021-06-01,Access-A-Ride,22308,76
2021-06-02,Access-A-Ride,24325,83
2021-06-03,Access-A-Ride,23026,79
2021-06-04,Access-A-Ride,22743,78
2021-06-05,Access-A-Ride,14636,84
2021-06-06,Access-A-Ride,12514,69
2021-06-07,Access-A-Ride,21511,73
2021-06-08,Access-A-Ride,22948,78
2021-06-09,Access-A-Ride,23868,81
2021-06-10,Access-A-Ride,23498,80
2021-06-11,Access-A-Ride,23324,80
2021-06-12,Access-A-Ride,14450,83
2021-06-13,Access-A-Ride,12047,67
2021-06-14,Access-A-Ride,21568,74
2021-06-15,Access-A-Ride,23460,80
2021-06-16,Access-A-Ride,24788,85
2021-06-17,Access-A-Ride,23292,80
2021-06-18,Access-A-Ride,22491,124
2021-06-19,Access-A-Ride,13949,80
2021-06-20,Access-A-Ride,13189,73
2021-06-21,Access-A-Ride,20512,70
2021-06-22,Access-A-Ride,22293,76
2021-06-23,Access-A-Ride,24223,83
2021-06-24,Access-A-Ride,22842,78
2021-06-25,Access-A-Ride,22400,76
2021-06-26,Access-A-Ride,13520,78
2021-06-27,Access-A-Ride,11883,66
2021-06-28,Access-A-Ride,20503,70
2021-06-29,Access-A-Ride,21612,74
2021-06-30,Access-A-Ride,23001,79
2021-07-01,Access-A-Ride,22011,78
2021-07-02,Access-A-Ride,21489,76
2021-07-03,Access-A-Ride,12676,80
2021-07-04,Access-A-Ride,12816,78
2021-07-05,Access-A-Ride,10303,62
2021-07-06,Access-A-Ride,22648,80
2021-07-07,Access-A-Ride,23637,83
2021-07-08,Access-A-Ride,22941,81
2021-07-09,Access-A-Ride,20632,73
2021-07-10,Access-A-Ride,14518,91
2021-07-11,Access-A-Ride,11725,71
2021-07-12,Access-A-Ride,20623,73
2021-07-13,Access-A-Ride,22286,79
2021-07-14,Access-A-Ride,23662,83
2021-07-15,Access-A-Ride,23772,84
2021-07-16,Access-A-Ride,21730,77
2021-07-17,Access-A-Ride,13228,83
2021-07-18,Access-A-Ride,11313,68
2021-07-19,Access-A-Ride,20276,72
2021-07-20,Access-A-Ride,22213,78
2021-07-21,Access-A-Ride,22865,81
2021-07-22,Access-A-Ride,23122,82
2021-07-23,Access-A-Ride,22314,79
2021-07-24,Access-A-Ride,14042,88
2021-07-25,Access-A-Ride,11419,69
2021-07-26,Access-A-Ride,19910,70
2021-07-27,Access-A-Ride,22609,80
2021-07-28,Access-A-Ride,23145,82
2021-07-29,Access-A-Ride,22164,78
2021-07-30,Access-A-Ride,22127,78
2021-07-31,Access-A-Ride,13932,88
2021-08-01,Access-A-Ride,11627,65
2021-08-02,Access-A-Ride,19824,71
2021-08-03,Access-A-Ride,22828,82
2021-08-04,Access-A-Ride,23611,85
2021-08-05,Access-A-Ride,22610,81
2021-08-06,Access-A-Ride,22179,79
2021-08-07,Access-A-Ride,14108,85
2021-08-08,Access-A-Ride,11934,66
2021-08-09,Access-A-Ride,20540,74
2021-08-10,Access-A-Ride,23079,83
2021-08-11,Access-A-Ride,23338,84
2021-08-12,Access-A-Ride,22427,80
2021-08-13,Access-A-Ride,21336,76
2021-08-14,Access-A-Ride,13157,79
2021-08-15,Access-A-Ride,12395,69
2021-08-16,Access-A-Ride,20087,72
2021-08-17,Access-A-Ride,22245,80
2021-08-18,Access-A-Ride,22715,81
2021-08-19,Access-A-Ride,21838,78
2021-08-20,Access-A-Ride,21451,77
2021-08-21,Access-A-Ride,13046,78
2021-08-22,Access-A-Ride,7979,44
2021-08-23,Access-A-Ride,18809,67
2021-08-24,Access-A-Ride,22679,81
2021-08-25,Access-A-Ride,23351,84
2021-08-26,Access-A-Ride,22068,79
2021-08-27,Access-A-Ride,21211,76
2021-08-28,Access-A-Ride,12760,77
2021-08-29,Access-A-Ride,11558,64
2021-08-30,Access-A-Ride,19224,69
2021-08-31,Access-A-Ride,22724,81
2021-09-01,Access-A-Ride,20878,70
2021-09-02,Access-A-Ride,21179,71
2021-09-03,Access-A-Ride,22585,76
2021-09-04,Access-A-Ride,13382,78
2021-09-05,Access-A-Ride,11931,69
2021-09-06,Access-A-Ride,10077,59
2021-09-07,Access-A-Ride,21143,71
2021-09-08,Access-A-Ride,22354,75
2021-09-09,Access-A-Ride,23653,80
2021-09-10,Access-A-Ride,23037,78
2021-09-11,Access-A-Ride,13070,76
2021-09-12,Access-A-Ride,12239,71
2021-09-13,Access-A-Ride,21898,74
2021-09-14,Access-A-Ride,23132,78
2021-09-15,Access-A-Ride,23966,81
2021-09-16,Access-A-Ride,20826,70
2021-09-17,Access-A-Ride,23282,78
2021-09-18,Access-A-Ride,14054,82
2021-09-19,Access-A-Ride,12612,73
2021-09-20,Access-A-Ride,21889,74
2021-09-21,Access-A-Ride,22399,75
2021-09-22,Access-A-Ride,23157,78
2021-09-23,Access-A-Ride,23031,78
2021-09-24,Access-A-Ride,21941,74
2021-09-25,Access-A-Ride,13909,81
2021-09-26,Access-A-Ride,12034,70
2021-09-27,Access-A-Ride,21209,71
2021-09-28,Access-A-Ride,21727,73
2021-09-29,Access-A-Ride,23323,79
2021-09-30,Access-A-Ride,23555,79
2021-10-01,Access-A-Ride,23098,78
2021-10-02,Access-A-Ride,14145,80
2021-10-03,Access-A-Ride,12936,70
2021-10-04,Access-A-Ride,21794,73
2021-10-05,Access-A-Ride,23644,79
2021-10-06,Access-A-Ride,24677,83
2021-10-07,Access-A-Ride,24571,83
2021-10-08,Access-A-Ride,23356,78
2021-10-09,Access-A-Ride,13634,77
2021-10-10,Access-A-Ride,11794,64
2021-10-11,Access-A-Ride,16917,57
2021-10-12,Access-A-Ride,23848,80
2021-10-13,Access-A-Ride,24396,82
2021-10-14,Access-A-Ride,24144,81
2021-10-15,Access-A-Ride,23251,78
2021-10-16,Access-A-Ride,13307,75
2021-10-17,Access-A-Ride,12564,68
2021-10-18,Access-A-Ride,21454,72
2021-10-19,Access-A-Ride,23403,79
2021-10-20,Access-A-Ride,24474,82
2021-10-21,Access-A-Ride,24007,81
2021-10-22,Access-A-Ride,22843,77
2021-10-23,Access-A-Ride,13556,77
2021-10-24,Access-A-Ride,12314,67
2021-10-25,Access-A-Ride,21724,73
2021-10-26,Access-A-Ride,21220,71
2021-10-27,Access-A-Ride,24144,81
2021-10-28,Access-A-Ride,24814,83
2021-10-29,Access-A-Ride,22477,75
2021-10-30,Access-A-Ride,12642,72
2021-10-31,Access-A-Ride,12233,67
2021-11-01,Access-A-Ride,21387,69
2021-11-02,Access-A-Ride,22016,71
2021-11-03,Access-A-Ride,23349,75
2021-11-04,Access-A-Ride,24009,77
2021-11-05,Access-A-Ride,23009,74
2021-11-06,Access-A-Ride,13672,81
2021-11-07,Access-A-Ride,10647,57
2021-11-08,Access-A-Ride,22136,71
2021-11-09,Access-A-Ride,24504,78
2021-11-10,Access-A-Ride,24608,79
2021-11-11,Access-A-Ride,19846,105
2021-11-12,Access-A-Ride,21598,69
